"","ISIN","Country","year","str"
"2623","US89400J1079","US",2017,0.38906474
"2624","US89400J1079","US",2016,0.38923934
"2625","US89400J1079","US",2015,0.389975
"2626","US89400J1079","US",2014,0.390755
"2627","US89400J1079","US",2013,0.390495
"2628","US89400J1079","US",2012,0.39134
"2629","US9078181081","US",2020,0.25766571
"2630","US9078181081","US",2019,0.25886141
"2631","US9078181081","US",2018,0.2583858
"2632","US9078181081","US",2017,0.38906474
"2633","US9078181081","US",2016,0.38923934
"2634","US9078181081","US",2015,0.389975
"2635","US9078181081","US",2014,0.390755
"2636","US9078181081","US",2013,0.390495
"2637","US9078181081","US",2012,0.39134
"2638","US92276F1003","US",2020,0.25766571
"2639","US92276F1003","US",2019,0.25886141
"2640","US92276F1003","US",2018,0.2583858
"2641","US92276F1003","US",2017,0.38906474
"2642","US92276F1003","US",2016,0.38923934
"2643","US92276F1003","US",2015,0.389975
"2644","US92276F1003","US",2014,0.390755
"2645","US92276F1003","US",2013,0.390495
"2646","US92276F1003","US",2012,0.39134
"2647","US92343V1044","US",2020,0.25766571
"2648","US92343V1044","US",2019,0.25886141
"2649","US92343V1044","US",2018,0.2583858
"2650","US92343V1044","US",2017,0.38906474
"2651","US92343V1044","US",2016,0.38923934
"2652","US92343V1044","US",2015,0.389975
"2653","US92343V1044","US",2014,0.390755
"2654","US92343V1044","US",2013,0.390495
"2655","US92343V1044","US",2012,0.39134
"2656","US92556V1061","US",2020,0.25766571
"2657","US92556V1061","US",2019,0.25886141
"2658","US92556V1061","US",2018,0.2583858
"2659","US92556V1061","US",2017,0.38906474
"2660","US92556V1061","US",2016,0.38923934
"2661","US92556V1061","US",2015,0.389975
"2662","US92556V1061","US",2014,0.390755
"2663","US92556V1061","US",2013,0.390495
"2664","US92556V1061","US",2012,0.39134
"2665","US9291601097","US",2020,0.25766571
"2666","US9291601097","US",2019,0.25886141
"2667","US9291601097","US",2018,0.2583858
"2668","US9291601097","US",2017,0.38906474
"2669","US9291601097","US",2016,0.38923934
"2670","US9291601097","US",2015,0.389975
"2671","US9291601097","US",2014,0.390755
"2672","US9291601097","US",2013,0.390495
"2673","US9291601097","US",2012,0.39134
"2674","US9892071054","US",2020,0.25766571
"2675","US9892071054","US",2019,0.25886141
"2676","US9892071054","US",2018,0.2583858
"2677","US9892071054","US",2017,0.38906474
"2678","US9892071054","US",2016,0.38923934
"2679","US9892071054","US",2015,0.389975
"2680","US9892071054","US",2014,0.390755
"2681","US9892071054","US",2013,0.390495
"2682","US9892071054","US",2012,0.39134
"2683","US98956P1021","US",2020,0.25766571
"2684","US98956P1021","US",2019,0.25886141
"2685","US98956P1021","US",2018,0.2583858
"2686","US98956P1021","US",2017,0.38906474
"2687","US98956P1021","US",2016,0.38923934
"2688","US98956P1021","US",2015,0.389975
"2689","US98956P1021","US",2014,0.390755
"2690","US98956P1021","US",2013,0.390495
"2691","US98956P1021","US",2012,0.39134
"2692","US98978V1035","US",2020,0.25766571
"2693","US98978V1035","US",2019,0.25886141
"2694","US98978V1035","US",2018,0.2583858
"2695","US98978V1035","US",2017,0.38906474
"2696","US98978V1035","US",2016,0.38923934
"2697","US98978V1035","US",2015,0.389975
"2698","US98978V1035","US",2014,0.390755
"2699","US98978V1035","US",2013,0.390495
"2700","US98978V1035","US",2012,0.39134
